epoch,a_accuracy,a_f_0,a_f_1,a_loss,a_p_1,a_r_1,loss,main_accuracy,main_loss,val_a_accuracy,val_a_f_0,val_a_f_1,val_a_loss,val_a_p_1,val_a_r_1,val_loss,val_main_accuracy,val_main_loss
72,0.8842659,nan,0.8831621,0.39566815,0.8131662,0.9706392,1.2779709525072611,0.7529093,0.7566237,0.7936962842941284,0.7975874543190002,0.7877187132835388,1.1824134588241577,0.7089568972587585,0.8904072046279907,5.2184216682412226,0.4584527313709259,3.666386365890503
73,0.8852224,0.8834928,0.8751411,0.3838426,0.8025148,0.9661057,1.266995773070949,0.7525905,0.7566095,0.7908309698104858,0.794429361820221,0.785342812538147,1.2095725536346436,0.709155261516571,0.8844925165176392,5.262253956671772,0.45558738708496094,3.675290107727051
74,0.8896859,0.8897349,0.8788003,0.3851933,0.80962735,0.9654655,1.2572265876911102,0.7605611,0.7710668,0.7922636270523071,0.7959879040718079,0.7869608402252197,1.2025176286697388,0.709486722946167,0.8879890441894531,5.258915179780015,0.4584527313709259,3.681149959564209
75,0.8914395,nan,0.88952106,0.3789405,0.8223895,0.9739274,1.2347307248480788,0.75864816,0.7315569,0.780802309513092,0.7810893654823303,0.7784008383750916,1.2015689611434937,0.6934989094734192,0.8917768597602844,5.261418407489372,0.45558738708496094,3.6846392154693604
76,0.8855412,0.88444537,0.8761331,0.37586647,0.8058913,0.963074,1.2425935448175713,0.7517934,0.7572624,0.7893982529640198,0.7921074032783508,0.7844642400741577,1.214087963104248,0.7050632238388062,0.88811856508255,5.277062588229904,0.4570200443267822,3.6843667030334473
77,0.8943089,nan,0.8928589,0.36961895,0.8270768,0.9736516,1.2258686581981366,0.7584888,0.7367691,0.7865329384803772,0.788392961025238,0.7822852730751038,1.2126398086547852,0.7014496326446533,0.88811856508255,5.279967884621169,0.46418339014053345,3.688800096511841
78,0.8863383,0.88550967,0.8762286,0.38086933,0.8050197,0.96397686,1.2342421010637823,0.76454645,0.73162943,0.7951289415359497,0.7969650626182556,0.7912876605987549,1.2149560451507568,0.7079071402549744,0.901058554649353,5.282971678627255,0.4598853886127472,3.6885263919830322
79,0.89335245,0.89367175,0.8821934,0.36805972,0.81633466,0.9630315,1.2215825634440338,0.7564164,0.7318741,0.7922636270523071,0.7934020757675171,0.7886625528335571,1.2197479009628296,0.7062866687774658,0.897691547870636,5.291939070709797,0.45558738708496094,3.691275119781494
80,0.8909613,nan,0.8905355,0.36475542,0.8217299,0.9756583,1.1969988312938653,0.76279294,0.7171818,0.7936962842941284,0.7977493405342102,0.7877845168113708,1.2362315654754639,0.7110610604286194,0.8874419927597046,5.3300365609220925,0.4498567283153534,3.7081336975097656
81,0.88474417,0.8847259,0.8741385,0.38721266,0.8048617,0.9605793,1.2350813802284177,0.7604017,0.7196771,0.7793696522712708,0.7775223255157471,0.7783481478691101,1.233737826347351,0.6899876594543457,0.8969089388847351,5.335343341772741,0.4498567283153534,3.716235399246216
82,0.8909613,nan,0.89055735,0.37027004,0.8219423,0.9751509,1.2061784595569394,0.7580105,0.7150886,0.7822349667549133,0.7821176052093506,0.7803369760513306,1.2413135766983032,0.6943607926368713,0.8952733874320984,5.349679825299107,0.45558738708496094,3.7218711376190186
83,0.8898454,nan,0.8788266,0.49237365,0.81051093,0.96344906,1.2147721377700667,0.7592858,0.7165656,0.7851002812385559,0.7859548330307007,0.7821614742279053,1.2351555824279785,0.6980535387992859,0.8939036726951599,5.348590741526431,0.4598853886127472,3.7274630069732666
84,0.8896859,nan,0.87943274,0.3952817,0.81032133,0.9652632,1.2245218709346382,0.7680536,0.7407468,0.7879655957221985,0.7889387607574463,0.7844062447547913,1.2623562812805176,0.701999843120575,0.8937740921974182,5.40516941321955,0.45415472984313965,3.749284267425537
85,0.89319307,nan,0.8923721,0.38404146,0.8274854,0.9712845,1.196460896372206,0.7629523,0.695523,0.7865329384803772,0.7875589728355408,0.783403754234314,1.2389311790466309,0.7014867663383484,0.8914854526519775,5.3621887463894815,0.4584527313709259,3.7369585037231445
86,0.8922366,nan,0.8912714,0.35656565,0.8223595,0.97651255,1.1699855729341317,0.7733142,0.73256916,0.7908309698104858,0.7931758761405945,0.7862064838409424,1.2672373056411743,0.7085490226745605,0.8878490924835205,5.406488400817259,0.45558738708496094,3.7449378967285156
87,0.8968596,0.8971419,0.88606256,0.3645722,0.8200162,0.9667047,1.1741228141074695,0.76789415,0.6961328,0.7851002812385559,0.7863932251930237,0.7813950181007385,1.286434292793274,0.701015055179596,0.8881404995918274,5.443164635524367,0.4570200443267822,3.755791425704956
88,0.8947872,nan,0.8925818,0.38448858,0.8262173,0.97433126,1.1831108830903643,0.7680536,0.6951186,0.7879655957221985,0.7913374304771423,0.7822545766830444,1.2760034799575806,0.7037672996520996,0.8841907978057861,5.44874879623894,0.4498567283153534,3.774416446685791
89,0.8925554,nan,0.89253265,0.37030408,0.8243546,0.9762231,1.1688481290508035,0.7714012,0.6881129,0.7836676239967346,0.7833998203277588,0.7807353734970093,1.3038946390151978,0.6954049468040466,0.8936342597007751,5.499007897254048,0.4512893855571747,3.7886199951171875
90,0.8936713,nan,0.89288723,0.36683455,0.8248492,0.97714394,1.1663815916658264,0.77124184,0.69651407,0.7779369354248047,0.7776637673377991,0.7747350335121155,1.2955524921417236,0.691871166229248,0.8843526840209961,5.49230676530767,0.45415472984313965,3.7928214073181152
91,0.89574367,0.8969314,0.88425183,0.3505741,0.8211607,0.9620716,1.1524665763641153,0.7656624,0.68856,0.7936962842941284,0.7967858910560608,0.7881153225898743,1.3017139434814453,0.7097586393356323,0.8901377320289612,5.512791637021696,0.4512893855571747,3.8054940700531006
92,0.89574367,nan,0.8944173,0.3623191,0.83111095,0.9729674,1.1629528432642655,0.7677347,0.6911517,0.7979942560195923,0.8016484975814819,0.7913427948951721,1.3203428983688354,0.7144255042076111,0.8901377320289612,5.543727589200083,0.4484240710735321,3.8121449947357178
93,0.8930336,nan,0.8927289,0.35253206,0.82495546,0.97602904,1.1467917097464297,0.7672565,0.6791532,0.7893982529640198,0.7931413650512695,0.7826526165008545,1.3368366956710815,0.7068006992340088,0.8801796436309814,5.557511119924507,0.4484240710735321,3.8051750659942627
94,0.89877254,nan,0.8877284,0.37724057,0.82503057,0.96418893,1.1427044445070071,0.7696477,0.729418,0.7893982529640198,0.7929538488388062,0.7828735709190369,1.3196543455123901,0.704641580581665,0.8833847641944885,5.54102584625725,0.45272207260131836,3.8107664585113525
95,0.8971784,nan,0.89512765,0.3526075,0.8319055,0.9726494,1.1379637098346347,0.77889365,0.6684455,0.7893982529640198,0.7924743294715881,0.7836779952049255,1.297445297241211,0.7063515186309814,0.8836761713027954,5.509568050461034,0.4512893855571747,3.8084466457366943
96,0.899729,0.9000289,0.8886458,0.3441801,0.8254806,0.9652232,1.115339608620404,0.77586484,0.69261694,0.7936962842941284,0.7972591519355774,0.7877379059791565,1.3116519451141357,0.7107332944869995,0.8871726393699646,5.544425291454894,0.4512893855571747,3.8246285915374756
97,0.9027578,0.9041196,0.89025855,0.34035936,0.8272821,0.9666417,1.1192542851451062,0.77745897,0.6678974,0.7951289415359497,0.798671305179596,0.7887513637542725,1.3245713710784912,0.7120881676673889,0.8871726393699646,5.590059853556505,0.4584527313709259,3.853954553604126
98,0.89781606,nan,0.88550234,0.35688543,0.82185465,0.96306735,1.1303852083351211,0.77379245,0.6885966,0.7908309698104858,0.7948091626167297,0.7843534350395203,1.3487451076507568,0.7104197144508362,0.8797235488891602,5.625155310234573,0.4498567283153534,3.857356071472168
99,0.90498966,0.9066665,0.89249295,0.32772,0.83292603,0.96509635,1.0985525021537077,0.7753866,0.6742806,0.7922636270523071,0.7969133853912354,0.7848463654518127,1.3408910036087036,0.7120540142059326,0.8775996565818787,5.637765699266363,0.4484240710735321,3.880234479904175
